gene_id	uniprot_accession	Gene.Ontology.IDs
g19671	O70405	GO:0000045; GO:0000407; GO:0000422; GO:0000423; GO:0001764; GO:0004672; GO:0004674; GO:0005524; GO:0005737; GO:0005776; GO:0005829; GO:0006914; GO:0007265; GO:0007409; GO:0007411; GO:0008104; GO:0008285; GO:0010468; GO:0010508; GO:0016020; GO:0016236; GO:0018105; GO:0019901; GO:0021707; GO:0021933; GO:0030424; GO:0030659; GO:0031102; GO:0031175; GO:0031623; GO:0031669; GO:0034045; GO:0034198; GO:0034727; GO:0042594; GO:0043005; GO:0043025; GO:0048668; GO:0048671; GO:0048675; GO:0051386; GO:0051649; GO:0051879; GO:0061709; GO:0098780; GO:0106310; GO:0160038; GO:1903059; GO:1990316; GO:2000786
g19676	Q6R653	GO:0005042; GO:0005737; GO:0008233; GO:0016020; GO:0043123; GO:0046330
g19677	Q6R653	GO:0005042; GO:0005737; GO:0008233; GO:0016020; GO:0043123; GO:0046330
g19675	NA	NA
g1041	Q06806	GO:0001525; GO:0001568; GO:0001570; GO:0001701; GO:0001936; GO:0003180; GO:0004714; GO:0005524; GO:0005886; GO:0016020; GO:0016525; GO:0030336; GO:0032526; GO:0043235; GO:0045026; GO:0045766; GO:0048771; GO:0060836; GO:0060854; GO:1901201
g21824	A8K7I4	GO:0004222; GO:0005229; GO:0005254; GO:0005576; GO:0005886; GO:0005902; GO:0006508; GO:0006816; GO:0034220; GO:0042589; GO:0046872; GO:0071456
g21822	Q6Q473	GO:0005229; GO:0005254; GO:0005576; GO:0005886; GO:0006508; GO:0006821; GO:0008237; GO:0015276; GO:0016324; GO:0046872
g10017	Q8IVF7	GO:0001525; GO:0005737; GO:0005794; GO:0005829; GO:0005886; GO:0007010; GO:0008360; GO:0016477; GO:0030036; GO:0030866; GO:0031267; GO:0032794; GO:0043231; GO:0046847; GO:0051015
g9337	Q7Z401	GO:0003677; GO:0005085; GO:0005634; GO:0005829; GO:0006355; GO:0031410; GO:0032483
g9336	P31674	GO:0000028; GO:0003723; GO:0003735; GO:0006412; GO:0022627
g9332	NA	NA
g9338	Q7Z401	GO:0003677; GO:0005085; GO:0005634; GO:0005829; GO:0006355; GO:0031410; GO:0032483
g17095	O75897	GO:0004062; GO:0005737; GO:0005829; GO:0006068; GO:0006805; GO:0008146; GO:0009812; GO:0044598; GO:0050427; GO:0051923
g8523	NA	NA
g8522	G1TU13	GO:0003735; GO:0005730; GO:0006412; GO:0022626; GO:1990904
g8525	P17439	GO:0000423; GO:0004336; GO:0004348; GO:0005102; GO:0005124; GO:0005615; GO:0005764; GO:0005765; GO:0005783; GO:0005794; GO:0005802; GO:0006678; GO:0006680; GO:0006914; GO:0007005; GO:0007040; GO:0007417; GO:0008203; GO:0008340; GO:0008422; GO:0009267; GO:0009268; GO:0014004; GO:0016787; GO:0019882; GO:0019915; GO:0021694; GO:0021859; GO:0022904; GO:0023021; GO:0030259; GO:0031333; GO:0032006; GO:0032436; GO:0032715; GO:0033077; GO:0033574; GO:0035307; GO:0042391; GO:0043161; GO:0043202; GO:0043243; GO:0043524; GO:0043627; GO:0046512; GO:0046513; GO:0046527; GO:0048469; GO:0048854; GO:0048872; GO:0050295; GO:0050877; GO:0050905; GO:0051246; GO:0051248; GO:0051402; GO:0061436; GO:0061518; GO:0061744; GO:0071356; GO:0071425; GO:0071548; GO:0072676; GO:0097066; GO:0098773; GO:1901805; GO:1903052; GO:1903061; GO:1904457; GO:1904925; GO:1905037
g8524	Q2KHZ8	GO:0004336; GO:0004348; GO:0005764; GO:0005765; GO:0005783; GO:0005794; GO:0005802; GO:0006680; GO:0006914; GO:0007040; GO:0008203; GO:0030259; GO:0032006; GO:0046527; GO:0050295
g8526	Q7ZYC4	GO:0004467; GO:0005524; GO:0005737; GO:0047676
g13731	E7F240	GO:0030496; GO:0042127; GO:0043014; GO:0060271; GO:0072686; GO:1990071
g13733	O43639	GO:0000122; GO:0001771; GO:0001784; GO:0005737; GO:0005783; GO:0005829; GO:0007015; GO:0007165; GO:0007172; GO:0007173; GO:0008093; GO:0008285; GO:0012506; GO:0014069; GO:0016477; GO:0030032; GO:0030159; GO:0030838; GO:0030971; GO:0035591; GO:0036493; GO:0042102; GO:0042110; GO:0044877; GO:0045944; GO:0048013; GO:0060996; GO:0097110; GO:1902237; GO:1902310; GO:1903898; GO:1903912
g12066	A6BM72	GO:0010842; GO:0016323; GO:0034109
g3194	P16444	GO:0005615; GO:0005654; GO:0005886; GO:0006508; GO:0006749; GO:0006751; GO:0006954; GO:0008235; GO:0008270; GO:0008800; GO:0016324; GO:0016805; GO:0016999; GO:0030054; GO:0030336; GO:0030593; GO:0031528; GO:0034235; GO:0043027; GO:0043066; GO:0043154; GO:0045177; GO:0050667; GO:0070062; GO:0070573; GO:0071277; GO:0071466; GO:0071732; GO:0072340; GO:0072341; GO:0098552; GO:1901749
g3192	P28020	GO:0004674; GO:0005524; GO:0005634; GO:0006302; GO:0016055; GO:0018105; GO:0106310; GO:1905337
g3207	Q9NQC7	GO:0004843; GO:0005813; GO:0005819; GO:0005829; GO:0005874; GO:0005886; GO:0006508; GO:0007346; GO:0008270; GO:0010803; GO:0016055; GO:0016579; GO:0019901; GO:0032088; GO:0032480; GO:0035872; GO:0036064; GO:0043369; GO:0045087; GO:0045577; GO:0045582; GO:0046329; GO:0048471; GO:0048872; GO:0050727; GO:0050728; GO:0050862; GO:0060544; GO:0061578; GO:0061815; GO:0070064; GO:0070266; GO:0070507; GO:0070536; GO:0090090; GO:0097542; GO:1901026; GO:1901223; GO:1902017; GO:1903753; GO:1903829; GO:1990108; GO:1990380; GO:2000493; GO:2001238; GO:2001242
g2572	Q5R875	GO:0003756; GO:0005789; GO:0009986
g2573	Q8IZU8	GO:0000139; GO:0008146; GO:0030204; GO:0030205; GO:0030208; GO:0047757
g2574	Q8IZU8	GO:0000139; GO:0008146; GO:0030204; GO:0030205; GO:0030208; GO:0047757
g14039	Q9NUK0	GO:0003723; GO:0005654; GO:0005737; GO:0005829; GO:0006397; GO:0008380; GO:0043484; GO:0045662; GO:0046872
g11003	X1WER2	GO:0005524; GO:0005634; GO:0005789; GO:0005794; GO:0008270; GO:0030218; GO:0030219; GO:0034976; GO:0040011; GO:0042803; GO:0061709; GO:0071566; GO:0071569
g11007	Q9VZS3	GO:0001731; GO:0003723; GO:0003743; GO:0016282; GO:0043024; GO:0043614; GO:0071456
g5106	NA	NA
g12673	Q3ULA2	GO:0000209; GO:0004842; GO:0005634; GO:0005737; GO:0005829; GO:0006470; GO:0006508; GO:0006511; GO:0008013; GO:0016055; GO:0016567; GO:0019005; GO:0030163; GO:0031146; GO:0031648; GO:0033598; GO:0038061; GO:0042752; GO:0042753; GO:0043122; GO:0043161; GO:0045309; GO:0045862; GO:0045892; GO:0045893; GO:0046983; GO:0048511; GO:0051726; GO:0060444; GO:0060828; GO:0061136; GO:0061630; GO:0070936; GO:0071407; GO:1990756; GO:1990757
g12672	Q9BVG4	
g6489	O88685	GO:0000932; GO:0001824; GO:0005524; GO:0005634; GO:0008540; GO:0016887; GO:0022624; GO:0036402; GO:0043161; GO:0048471
g18832	NA	NA
g15807	A0A1W2PQ73	GO:0000981; GO:0005634; GO:0006357; GO:0043565
g15800	P17074	GO:0000028; GO:0000462; GO:0002548; GO:0003723; GO:0003735; GO:0005730; GO:0005737; GO:0005829; GO:0005840; GO:0006364; GO:0006412; GO:0007000; GO:0007219; GO:0014069; GO:0015935; GO:0017134; GO:0019901; GO:0022626; GO:0022627; GO:0030218; GO:0030490; GO:0031369; GO:0032040; GO:0042274; GO:0042802; GO:0045202; GO:0060265; GO:0060266; GO:0061844
g1685	O73791	GO:0001525; GO:0001935; GO:0004714; GO:0005524; GO:0005737; GO:0005856; GO:0005886; GO:0005925; GO:0007169; GO:0007507; GO:0010595; GO:0043235; GO:0043410; GO:0045766; GO:0051897
g19012	G1SKF7	GO:0000027; GO:0002181; GO:0003723; GO:0003735; GO:0005791; GO:0022625
g19019	Q0II86	GO:0000139; GO:0000421; GO:0005484; GO:0005776; GO:0005886; GO:0006887; GO:0015031; GO:0016082; GO:0019905; GO:0020018; GO:0031201; GO:0031410; GO:0031629; GO:0060271; GO:0097352; GO:0098793
g14862	Q80YR5	GO:0003723; GO:0005634; GO:0005737; GO:0006357; GO:0016604; GO:0042802; GO:0043565; GO:0050684; GO:0060008; GO:0060765
g14863	Q14151	GO:0003723; GO:0005634; GO:0005654; GO:0005737; GO:0006357; GO:0016604; GO:0042802; GO:0043231; GO:0043565; GO:0050684; GO:0060008; GO:0060765; GO:0070062
g14869	Q96BD0	GO:0005886; GO:0006811; GO:0008514; GO:0015132; GO:0015347; GO:0015349; GO:0016323; GO:0043252
g22640	NA	NA
g16596	NA	NA
g16591	NA	NA
g23114	NA	NA
g15022	NA	NA
g19827	L7VG99	GO:0016020; GO:0035677; GO:0050910; GO:0060117
g19825	Q5ZLG0	GO:0005524; GO:0005829; GO:0006631; GO:0030729; GO:0032024
g19824	NA	NA
g19829	Q8R0J7	GO:0000813; GO:0005886; GO:0006612; GO:0006623; GO:0019076; GO:0030496; GO:0031902; GO:0043162; GO:0048306; GO:1903774
g21604	O15072	GO:0001701; GO:0004175; GO:0004222; GO:0005576; GO:0005615; GO:0008201; GO:0008270; GO:0010573; GO:0016485; GO:0030198; GO:0030199; GO:0030574; GO:0031012; GO:0032964; GO:0070062; GO:0097435; GO:1900748
g21605	NA	NA
g22982	Q5PQ50	GO:0000287; GO:0005777; GO:0010945; GO:0015938; GO:0036114; GO:0044580; GO:1901289; GO:1902858; GO:2001294
g22984	P70712	GO:0005737; GO:0005739; GO:0005829; GO:0006569; GO:0009435; GO:0019441; GO:0019442; GO:0019805; GO:0030170; GO:0030429; GO:0034341; GO:0034354; GO:0034516; GO:0042803; GO:0043420; GO:0061981; GO:0097053
g22989	Q9Z2D0	GO:0005737; GO:0005783; GO:0005829; GO:0006897; GO:0010507; GO:0019903; GO:0030234; GO:0032587; GO:0032991; GO:0046856; GO:0048471; GO:0050821; GO:0060304
g11246	Q3HNM7	GO:0000132; GO:0005886; GO:0007399; GO:0008093; GO:0008356; GO:0009786; GO:0019904; GO:0030154; GO:0031647; GO:0032991; GO:0045176; GO:0045179
g11249	Q9H0E2	GO:0005150; GO:0005576; GO:0005737; GO:0005769; GO:0005829; GO:0006511; GO:0006914; GO:0006954; GO:0007165; GO:0016310; GO:0016604; GO:0019897; GO:0019900; GO:0030855; GO:0031624; GO:0031625; GO:0032183; GO:0032991; GO:0033235; GO:0035325; GO:0035578; GO:0035580; GO:0036010; GO:0043130; GO:0045087; GO:0045321; GO:0048471; GO:0060090; GO:0070062; GO:0070498
g22327	Q5MB13	GO:0005524; GO:0005886; GO:0006869; GO:0008559; GO:0015143; GO:0015225; GO:0015562; GO:0015878; GO:0016324; GO:0016887; GO:0031526; GO:0031966; GO:0032217; GO:0032218; GO:0042626; GO:0045121; GO:0046983; GO:0055085; GO:0097744
g22320	P16260	GO:0005739; GO:0005743; GO:0006839; GO:0015228; GO:0015297; GO:0015939; GO:1990559
g10192	F6P3G4	GO:0005198; GO:0005634; GO:0005829; GO:0006511; GO:0008541; GO:0022624; GO:0043248; GO:0048863
g3645	Q4R834	GO:0000122; GO:0000792; GO:0003682; GO:0004407; GO:0005634; GO:0005694; GO:0005737; GO:0005813; GO:0005814; GO:0005819; GO:0005829; GO:0005874; GO:0005886; GO:0006476; GO:0010507; GO:0010801; GO:0022011; GO:0030426; GO:0030496; GO:0031641; GO:0032436; GO:0033010; GO:0033270; GO:0033558; GO:0034599; GO:0034979; GO:0034983; GO:0040029; GO:0042177; GO:0042903; GO:0043161; GO:0043204; GO:0043209; GO:0043219; GO:0043220; GO:0043388; GO:0044224; GO:0044242; GO:0045599; GO:0045836; GO:0045944; GO:0046872; GO:0046970; GO:0048471; GO:0051301; GO:0051726; GO:0051781; GO:0051987; GO:0061433; GO:0070403; GO:0070446; GO:0071456; GO:0071872; GO:0072686; GO:0072687; GO:0090042; GO:0097386; GO:0140773; GO:0140774; GO:1900119; GO:1900195; GO:2000378
g17979	Q8BW70	GO:0004843; GO:0005634; GO:0005829; GO:0006511; GO:0016579; GO:0032435; GO:0045824; GO:0140311
g17971	Q6DJH2	GO:0000287; GO:0005829; GO:0006633; GO:0008897; GO:0051604
g17977	Q9Z255	GO:0000209; GO:0000785; GO:0001701; GO:0001741; GO:0001835; GO:0004842; GO:0005524; GO:0005764; GO:0005770; GO:0006281; GO:0016567; GO:0031625; GO:0033503; GO:0043161; GO:0060135; GO:0061631; GO:0070936; GO:0070979; GO:1901526
g17974	Q08890	GO:0004423; GO:0005509; GO:0005737; GO:0005764; GO:0006027; GO:0008484; GO:0030200; GO:0030209; GO:0043202
g1917	Q9UKP5	GO:0001822; GO:0003279; GO:0004222; GO:0005576; GO:0006508; GO:0008237; GO:0030198; GO:0031012; GO:0035904; GO:0046872; GO:0060976
g17352	A7SDA8	GO:0016226; GO:0046872; GO:0051539; GO:0097361
g17351	A2RRV9	GO:0002040; GO:0016226; GO:0045765; GO:0046872; GO:0051539; GO:0097361
g7359	P38935	GO:0000049; GO:0003677; GO:0003678; GO:0003697; GO:0003723; GO:0003727; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0008094; GO:0008134; GO:0008186; GO:0008270; GO:0010501; GO:0016020; GO:0016604; GO:0016887; GO:0030424; GO:0030426; GO:0032508; GO:0032574; GO:0036121; GO:0042802; GO:0043022; GO:0043139; GO:1990904
g2291	O88667	GO:0003924; GO:0005246; GO:0005516; GO:0005525; GO:0005886; GO:0030308; GO:0030315
g16758	Q54IT3	GO:0097621
g16753	Q54IT3	GO:0097621
g2186	Q9UGM3	GO:0005044; GO:0005576; GO:0005615; GO:0005737; GO:0006952; GO:0015031; GO:0030670; GO:0030855; GO:0031012; GO:0035375; GO:0038187; GO:0042589; GO:0043152; GO:0045087; GO:0048306; GO:0050829; GO:0050830; GO:0051607; GO:0070062
g7403	Q5UP57	GO:0004656; GO:0005506; GO:0031418; GO:0044423
g2438	Q60414	GO:0008508; GO:0016324
g15228	E1BNS0	GO:0000086; GO:0005737; GO:0009953; GO:0016567; GO:0019005; GO:0030282; GO:0030513; GO:0031146
g15221	NA	NA
g15220	NA	NA
g11908	P40757	GO:0000256; GO:0004038; GO:0005739; GO:0008270; GO:0050897
g11909	Q5FVC7	GO:0001726; GO:0005096; GO:0010008; GO:0030029; GO:0031267; GO:0032456; GO:0046872; GO:0080025; GO:1990090
g11900	Q29599	GO:0001730; GO:0003725; GO:0005524; GO:0005576; GO:0005654; GO:0005737; GO:0005739; GO:0005783; GO:0005829; GO:0016020; GO:0045071; GO:0045087; GO:0046872; GO:0051607; GO:0060700; GO:1904188
g11904	NA	NA
g11905	B1AJZ9	
g11906	Q99497	GO:0000785; GO:0001933; GO:0002866; GO:0003713; GO:0003729; GO:0005102; GO:0005507; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005758; GO:0005759; GO:0005783; GO:0005829; GO:0005886; GO:0005912; GO:0006281; GO:0006469; GO:0006508; GO:0006517; GO:0006914; GO:0006954; GO:0006979; GO:0007005; GO:0007265; GO:0007338; GO:0008233; GO:0008344; GO:0009438; GO:0010273; GO:0010628; GO:0010629; GO:0016532; GO:0016605; GO:0016684; GO:0019249; GO:0019826; GO:0019899; GO:0019900; GO:0019955; GO:0030073; GO:0030424; GO:0031334; GO:0031397; GO:0032091; GO:0032148; GO:0032435; GO:0032757; GO:0033138; GO:0033234; GO:0033864; GO:0034599; GO:0036470; GO:0036471; GO:0036478; GO:0036524; GO:0036526; GO:0036527; GO:0036528; GO:0036529; GO:0036530; GO:0036531; GO:0042593; GO:0042743; GO:0042802; GO:0042803; GO:0043523; GO:0043524; GO:0044297; GO:0044388; GO:0044390; GO:0044877; GO:0045121; GO:0045296; GO:0045340; GO:0045944; GO:0046295; GO:0046826; GO:0048471; GO:0050681; GO:0050727; GO:0050787; GO:0050821; GO:0051091; GO:0051444; GO:0051583; GO:0051881; GO:0051897; GO:0051899; GO:0051920; GO:0060081; GO:0060765; GO:0061691; GO:0061727; GO:0070062; GO:0070301; GO:0070994; GO:0097110; GO:0098793; GO:0106044; GO:0106045; GO:0106046; GO:0110095; GO:0140041; GO:0140297; GO:1900182; GO:1901671; GO:1901984; GO:1902176; GO:1902177; GO:1902236; GO:1902903; GO:1902958; GO:1903073; GO:1903094; GO:1903122; GO:1903135; GO:1903136; GO:1903168; GO:1903178; GO:1903181; GO:1903189; GO:1903197; GO:1903200; GO:1903376; GO:1903377; GO:1903384; GO:1903427; GO:1903428; GO:1903599; GO:1903751; GO:1905259; GO:1990381; GO:1990422; GO:2000157; GO:2000379; GO:2000679; GO:2000825; GO:2001237; GO:2001268
g11907	A1Z6E0	GO:0005634; GO:0005737; GO:0005938; GO:0007281; GO:0007314; GO:0007315; GO:0007472; GO:0008104; GO:0008354; GO:0019005; GO:0031466; GO:0035017; GO:0035556; GO:0043161; GO:0045495; GO:0045732; GO:0046843; GO:0048471; GO:0070449
g4175	Q49A17	GO:0000139; GO:0004653; GO:0005794; GO:0006493; GO:0018243; GO:0030246; GO:0046872
g5809	Q6ZN84	GO:0005737; GO:0005813
g5807	Q9TZM3	GO:0004674; GO:0005524; GO:0005525; GO:0005737; GO:0005794; GO:0006979; GO:0008104; GO:0034976; GO:0043025; GO:0046872; GO:0048489; GO:0048846; GO:0106310; GO:1902236
g5806	Q9EQG7	GO:0000210; GO:0004551; GO:0005576; GO:0005886; GO:0007154; GO:0008270; GO:0009166
g1270	NA	NA
g1271	NA	NA
g18978	Q99571	GO:0001614; GO:0001894; GO:0002028; GO:0002931; GO:0004931; GO:0005102; GO:0005507; GO:0005524; GO:0005765; GO:0005886; GO:0007165; GO:0008217; GO:0008270; GO:0010524; GO:0010614; GO:0016020; GO:0019228; GO:0019233; GO:0019722; GO:0030054; GO:0032308; GO:0033198; GO:0034220; GO:0034405; GO:0035590; GO:0042118; GO:0042802; GO:0043025; GO:0043195; GO:0043197; GO:0043536; GO:0044297; GO:0045296; GO:0045429; GO:0048266; GO:0048471; GO:0048678; GO:0050850; GO:0050920; GO:0050975; GO:0051897; GO:0051899; GO:0051928; GO:0055117; GO:0055119; GO:0070062; GO:0070588; GO:0071294; GO:0071318; GO:0097190; GO:0099604; GO:1904141; GO:2001028
g18979	Q99571	GO:0001614; GO:0001894; GO:0002028; GO:0002931; GO:0004931; GO:0005102; GO:0005507; GO:0005524; GO:0005765; GO:0005886; GO:0007165; GO:0008217; GO:0008270; GO:0010524; GO:0010614; GO:0016020; GO:0019228; GO:0019233; GO:0019722; GO:0030054; GO:0032308; GO:0033198; GO:0034220; GO:0034405; GO:0035590; GO:0042118; GO:0042802; GO:0043025; GO:0043195; GO:0043197; GO:0043536; GO:0044297; GO:0045296; GO:0045429; GO:0048266; GO:0048471; GO:0048678; GO:0050850; GO:0050920; GO:0050975; GO:0051897; GO:0051899; GO:0051928; GO:0055117; GO:0055119; GO:0070062; GO:0070588; GO:0071294; GO:0071318; GO:0097190; GO:0099604; GO:1904141; GO:2001028
g18970	O15254	GO:0005504; GO:0005777; GO:0005782; GO:0005829; GO:0016020; GO:0016402; GO:0033540; GO:0050660; GO:0055088; GO:0071949
g317	O42123	GO:0000413; GO:0001933; GO:0003007; GO:0003755; GO:0005528; GO:0005737; GO:0005829; GO:0006936; GO:0014802; GO:0016020; GO:0019221; GO:0019855; GO:0030018; GO:0031398; GO:0032092; GO:0032515; GO:0032880; GO:0032925; GO:0033017; GO:0042098; GO:0042803; GO:0043123; GO:0044325; GO:0046332; GO:0048185; GO:0050776; GO:0051209; GO:0051280; GO:0055010; GO:0060314; GO:0060315; GO:0060347; GO:0070062; GO:0097435; GO:0098562; GO:1902991; GO:1990000; GO:1990425
g313	B1H3D5	GO:0003723; GO:0004521; GO:0005634; GO:0016829; GO:0046872
g312	Q8TDN4	GO:0005634; GO:0005829; GO:0007399; GO:0051301; GO:0051726
g24162	Q6NYK8	GO:0000209; GO:0005741; GO:0005783; GO:0005789; GO:0008270; GO:0051865; GO:0061630; GO:0090140
g7892	NA	NA
g23830	G1TFM5	GO:0000028; GO:0003729; GO:0003735; GO:0005730; GO:0006412; GO:0019843; GO:0022626; GO:0022627
g15245	Q6ZUX7	GO:0005886; GO:0007338; GO:0016020; GO:0031092; GO:0046545; GO:0046546; GO:1905516
g4811	O14980	GO:0000054; GO:0000055; GO:0000056; GO:0000776; GO:0003723; GO:0005049; GO:0005634; GO:0005635; GO:0005642; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0006406; GO:0006611; GO:0006913; GO:0010824; GO:0015030; GO:0016020; GO:0031267; GO:0031965; GO:0032434; GO:0032991; GO:0034504; GO:0042254; GO:0043231; GO:0046825; GO:1990904
g23304	Q9UGT4	GO:0005615; GO:0005886; GO:0051782; GO:0070062; GO:1902807
g23303	O54749	GO:0001990; GO:0001998; GO:0005506; GO:0005737; GO:0005789; GO:0006082; GO:0006805; GO:0016712; GO:0020037; GO:0043231; GO:0070330; GO:0097254; GO:2000863
g23302	P51589	GO:0004497; GO:0005506; GO:0005737; GO:0005789; GO:0006082; GO:0006631; GO:0006690; GO:0006805; GO:0008016; GO:0008392; GO:0008404; GO:0008405; GO:0016712; GO:0016853; GO:0019373; GO:0020037; GO:0043231; GO:0043651; GO:0070062; GO:0071614; GO:0106255; GO:0106301
g9405	Q924U1	GO:0005886; GO:0005929; GO:0007165; GO:0007186; GO:0007218; GO:0008188; GO:0008285; GO:0008528; GO:0009986; GO:0016020; GO:0019722; GO:0030336; GO:0042923; GO:0043410; GO:0046887; GO:0050482; GO:0050806; GO:0051496
g9404	Q2KJC9	GO:0004029; GO:0004043; GO:0005634; GO:0005739; GO:0005829; GO:0008802; GO:0019285; GO:0042802; GO:0043878
g9401	O76031	GO:0005524; GO:0005654; GO:0005739; GO:0005743; GO:0005759; GO:0005829; GO:0006508; GO:0008270; GO:0009368; GO:0009841; GO:0016504; GO:0016887; GO:0042645; GO:0046034; GO:0046983; GO:0051082; GO:0051603; GO:0140662
g20764	Q5R9S8	GO:0005637; GO:0005788; GO:0005789; GO:0005794; GO:0005886; GO:0006629; GO:0042802; GO:0045087; GO:0071763
g19783	P53667	GO:0001673; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0005856; GO:0005925; GO:0006468; GO:0007165; GO:0007266; GO:0007399; GO:0016020; GO:0016607; GO:0030027; GO:0030036; GO:0031072; GO:0032233; GO:0038096; GO:0043005; GO:0043149; GO:0045773; GO:0046872; GO:0048675; GO:0051444; GO:0051496; GO:0098794; GO:0098978; GO:0106310
g3325	Q9BYN7	GO:0000978; GO:0000981; GO:0001216; GO:0003677; GO:0005634; GO:0006355; GO:0046872
g3322	Q9BYN7	GO:0000978; GO:0000981; GO:0001216; GO:0003677; GO:0005634; GO:0006355; GO:0046872
g4115	P01165	GO:0004857; GO:0005576; GO:0006886; GO:0007218; GO:0016486; GO:0030141; GO:0030234; GO:0046883; GO:0051082
g21415	Q9UQC9	GO:0004222; GO:0005229; GO:0005254; GO:0005576; GO:0005654; GO:0005829; GO:0005886; GO:0006508; GO:0007155; GO:0009925; GO:0030054; GO:0031965; GO:0034220; GO:0046872; GO:0070161
g21414	P54281	GO:0005229; GO:0005886; GO:0006508; GO:0006816; GO:0008237; GO:0016324; GO:0046872
g21410	Q6NRK9	GO:0006357; GO:0016538
g21412	Q26622	GO:0000978; GO:0003677; GO:0004879; GO:0005634; GO:0005652; GO:0005737; GO:0006357; GO:0008270; GO:0030154; GO:0045177; GO:0048471
g3723	NA	NA
g3727	NA	NA
g3724	Q7L622	GO:0004842; GO:0005634; GO:0005730; GO:0005794; GO:0005829; GO:0006915; GO:0016567; GO:0043231; GO:0046872
g3725	NA	NA
g3728	Q6GQ29	GO:0004180; GO:0005615; GO:0005737; GO:0005764; GO:0005783; GO:0005794; GO:0006508; GO:0042803; GO:0043171; GO:0046872; GO:0070573
g22828	P52034	GO:0003872; GO:0005524; GO:0005829; GO:0005945; GO:0006002; GO:0006096; GO:0009744; GO:0016208; GO:0030388; GO:0042593; GO:0042802; GO:0046872; GO:0048029; GO:0061621; GO:0070095
g8849	Q38PU8	GO:0004970; GO:0004971; GO:0005789; GO:0014069; GO:0022849; GO:0030425; GO:0031901; GO:0032281; GO:0035249; GO:0043197; GO:0045202; GO:0045211; GO:0050804; GO:0055038; GO:0098793; GO:0098794; GO:0098839; GO:0099583; GO:1904315
g22821	Q5PQJ7	GO:0000226; GO:0005737; GO:0005856; GO:0007021; GO:0007023; GO:0043014
g8845	A4IIC5	GO:0005385; GO:0005886; GO:0016324; GO:0071577
g8843	NA	NA
g12926	Q9EPJ3	GO:0005763
g12928	Q6QD59	GO:0005484; GO:0005635; GO:0005737; GO:0005741; GO:0005783; GO:0005789; GO:0006890; GO:0006915; GO:0007029; GO:0015031; GO:0016320; GO:0030137; GO:0031201; GO:0043231; GO:0048763; GO:0140208
g9826	Q08D69	GO:0016592
g9825	Q01621	GO:0000242; GO:0001772; GO:0001784; GO:0003823; GO:0004713; GO:0004715; GO:0004722; GO:0005102; GO:0005524; GO:0005829; GO:0005886; GO:0005911; GO:0006882; GO:0007166; GO:0007169; GO:0009410; GO:0009612; GO:0010038; GO:0010043; GO:0010628; GO:0016004; GO:0019901; GO:0019903; GO:0030139; GO:0030217; GO:0034116; GO:0035556; GO:0038094; GO:0042169; GO:0042492; GO:0042531; GO:0042542; GO:0042608; GO:0042609; GO:0042610; GO:0042802; GO:0043274; GO:0043548; GO:0044877; GO:0045087; GO:0045121; GO:0045588; GO:0045589; GO:0050852; GO:0050853; GO:0050856; GO:0050870; GO:0051117; GO:0051209; GO:0070474; GO:0098978; GO:0099091; GO:1903039; GO:1904044; GO:1990405; GO:2001244
g9820	O08912	GO:0004653; GO:0005576; GO:0005794; GO:0006493; GO:0018242; GO:0018243; GO:0030145; GO:0030246; GO:0032580; GO:0048471
g9829	A2ARA8	GO:0001656; GO:0005178; GO:0005783; GO:0005886; GO:0007160; GO:0007179; GO:0007229; GO:0007399; GO:0007613; GO:0008305; GO:0009897; GO:0030030; GO:0030198; GO:0030511; GO:0032591; GO:0033627; GO:0034446; GO:0042472; GO:0043204; GO:0045177; GO:0045184; GO:0045944; GO:0046872; GO:0048333; GO:0048745; GO:0051145; GO:0098609; GO:0098839; GO:0098978
g11788	Q5RDY1	GO:0005737; GO:0005975; GO:0008747; GO:0019262
g11789	Q58CP2	GO:0005783; GO:0005788; GO:0046872
g11784	Q9ER80	GO:0001580; GO:0005737; GO:0006612; GO:0016020; GO:0031849; GO:0046872; GO:0051205
