"","uniprot_accession"
"9704","Q1H9T6"
"9705","Q9JID6"
"9706","P52943"
"9707","P53992"
"9708","H1AFJ5"
"9709","H1AFJ5"
"9710","Q96J42"
"9711","Q5ZJR8"
"9712","Q6PC64"
"9713","Q9VV87"
"9714","Q9NYP7"
"9715","C0HM36"
"9716","P07207"
"9717","E9Q6E9"
"9718","Q5XH39"
"9719","Q5F2N2"
"9720","A5PLN7"
"9721","Q91X20"
"9722","Q2M2I8"
"9723","P56966"
"9724","Q5XGC0"
"9725","Q8CDG1"
"9726","O76536"
"9727","Q9M7Q7"
"9728","Q9M7Q7"
"9729","Q8N264"
"9730","P92208"
"9731","Q8N264"
"9732","Q12923"
"9733","Q12923"
"9734","Q12923"
"9735","Q12923"
"9736","Q8SY96"
"9737","Q9JM95"
"9738","B6LS00"
"9739","Q924A0"
"9740","Q924A0"
"9741","Q503W7"
"9742","O54857"
"9743","O54857"
"9744","F1LZF0"
"9745","F1LZF0"
"9746","G5E8K5"
"9747","Q4X251"
"9748","Q91XQ5"
"9749","Q5PPZ9"
"9750","Q5PPZ9"
"9751","O93614"
"9752","Q6TCH7"
"9753","Q9WU19"
"9754","B0BNF9"
"9755","B0BNF9"
"9756","P79729"
"9757","Q9QUR2"
"9758","Q8NFI3"
"9759","Q6NTW6"
"9760","G5E8K5"
"9761","Q12955"
"9762","Q12955"
"9763","Q69BJ8"
"9764","P54985"
"9765","P54985"
"9766","Q8TDM6"
"9767","Q86VM9"
"9768","Q805E5"
"9769","O70209"
"9770","O70209"
"9771","O70209"
"9772","Q23435"
"9773","Q68F72"
"9774","P20097"
"9775","Q9EQD2"
"9776","P06766"
"9777","Q3T0T7"
"9778","O95487"
"9779","O95487"
"9780","O46658"
"9781","Q96JQ0"
"9782","Q7LGC8"
"9783","P25867"
"9784","Q8BGC3"
"9785","Q8BGC3"
"9786","Q8BGC3"
"9787","Q91ZW7"
"9788","Q28GB8"
"9789","Q920G9"
"9790","Q96M20"
"9791","Q7Z5K2"
"9792","B3DJM5"
"9793","P70445"
"9794","Q99NH0"
"9795","O75179"
"9796","O75179"
"9797","O75179"
"9798","O14802"
"9799","O75899"
"9800","A4IF62"
"9801","O75899"
"9802","P81004"
"9803","E7F7V7"
"9804","Q6VMN6"
"9805","Q95266"
"9806","Q00168"
"9807","Q08BC4"
"9808","C5IAW9"
"9809","P51030"
"9810","Q86XQ3"
"9811","Q96T60"
"9812","Q9JMK0"
"9813","Q01149"
"9814","Q5UQ13"
"9815","Q08209"
"9816","Q08209"
"9817","Q5U4T7"
"9818","Q3UHG7"
"9819","Q5U4T7"
"9820","Q6TH47"
"9821","G9JJU2"
"9822","Q4AEH5"
"9823","Q6DGQ8"
"9824","Q9R110"
"9825","O88278"
"9826","Q3ZBF3"
"9827","Q9H251"
"9828","Q96LM5"
"9829","P20072"
"9830","P36898"
"9831","P48463"
"9832","P63245"
"9833","Q28DX1"
"9834","Q17QJ5"
"9835","Q9UBI4"
"9836","Q95SX7"
"9837","P00367"
"9838","Q9P278"
"9839","Q9ULJ6"
"9840","Q9ULJ6"
"9841","Q569Z5"
"9842","Q10924"
"9843","Q10924"
"9844","Q9D8I1"
"9845","Q5R881"
"9846","Q561R0"
"9847","Q5VYX0"
"9848","Q63HQ0"
"9849","Q63HQ0"
"9850","Q5XHC1"
"9851","Q8TCA0"
"9852","Q8CH18"
"9853","Q8CH18"
"9854","Q56EB0"
"9855","A0A0H3HIJ5"
"9856","Q54G14"
"9857","Q9I926"
"9858","Q08431"
"9859","Q68VK5"
"9860","Q68VK5"
"9861","Q6Q473"
"9862","Q9D7Z6"
"9863","A8K7I4"
"9864","Q6Q473"
"9865","Q9D7Z6"
"9866","Q9D305"
"9867","Q9H5L6"
"9868","Q9H5L6"
"9869","Q7M3K2"
"9870","B2RVL6"
"9871","Q6PAV2"
"9872","Q5PQN1"
"9873","Q9UGM3"
"9874","Q6GNV7"
"9875","Q501I9"
"9876","Q5PQN1"
"9877","Q0P5C2"
"9878","Q5ZKA5"
"9879","Q8BZE1"
"9880","Q8BWU8"
"9881","Q86XX4"
"9882","Q5R5H1"
"9883","O00124"
"9884","Q8BPB0"
"9885","Q62417"
"9886","E9Q6E9"
"9887","O35413"
"9888","Q91YE8"
"9889","Q9UGM3"
"9890","Q08431"
"9891","P21956"
"9892","P21956"
"9893","Q18PE0"
"9894","A1L2T6"
"9895","Q53GS9"
"9896","Q7T3Q2"
"9897","Q7T3Q2"
"9898","Q6MWY2"
"9899","D3Z3C6"
"9900","D3Z3C6"
"9901","Q8AVY8"
"9902","Q86UD5"
"9903","Q86UD5"
"9904","O76555"
"9905","Q6NZ22"
"9906","Q5THR3"
"9907","Q8R4C2"
"9908","A6X942"
"9909","Q5R754"
"9910","P97379"
"9911","Q8TB73"
"9912","P80146"
"9913","O14718"
"9914","Q5RBN8"
"9915","Q5RBN8"
"9916","Q5R648"
"9917","P07602"
"9918","O13035"
"9919","G4WMX4"
"9920","P80146"
"9921","P0CE12"
"9922","P50749"
"9923","Q8BL06"
"9924","Q8BL06"
"9925","P21328"
"9926","Q9VJ79"
"9927","Q9VJ79"
"9928","P80146"
"9929","P80146"
"9930","P40630"
"9931","Q805E5"
"9932","Q14BI2"
"9933","Q1ZZH0"
"9934","P31424"
"9935","Q09575"
"9936","Q91766"
"9937","Q09575"
"9938","P04323"
"9939","O94907"
"9940","P20072"
"9941","Q0P6D2"
"9942","Q9VA70"
"9943","Q96AJ9"
"9944","A0A1D8PDZ1"
"9945","Q9WUU8"
"9946","P22444"
"9947","Q99973"
"9948","P14606"
"9949","O95393"
"9950","A0A3Q2TTB3"
"9951","Q32PL8"
"9952","Q96DM1"
"9953","Q5HY64"
"9954","Q7L4P6"
"9955","Q99973"
"9956","Q6GLK6"
"9957","P14381"
"9958","Q9NUD5"
"9959","P16423"
"9960","Q03278"
"9961","P14381"
"9962","Q3MHJ7"
"9963","Q04202"
"9964","O73853"
"9965","Q80VI1"
"9966","Q09575"
"9967","Q96DM1"
"9968","Q5R4N9"
"9969","Q7L9B9"
"9970","Q6ZXA0"
"9971","O55131"
"9972","Q6ZS17"
"9973","Q64689"
"9974","Q9UPN9"
"9975","O46564"
"9976","O55131"
"9977","O55131"
"9978","P09534"
"9979","Q9CQA6"
"9980","P14272"
"9981","G3V801"
"9982","Q5ZJB4"
"9983","Q86X67"
"9984","Q96LI5"
"9985","Q9BYD6"
"9986","Q9UKB3"
"9987","A0A0X1KHF9"
"9988","A0A0G2JZ79"
"9989","A0A0G2JZ79"
"9990","P51958"
"9991","Q5XI01"
"9992","Q4G0J3"
"9993","Q9Z1Z0"
"9994","P59206"
"9995","O77460"
"9996","O95858"
"9997","Q28GW8"
"9998","P32114"
"9999","P32114"
"10000","O57682"
"10001","O57682"
"10002","Q9H6X2"
"10003","Q5U239"
"10004","Q91WE2"
"10005","Q5PQ44"
"10006","Q9N126"
"10007","Q9N126"
"10008","Q3MHI8"
"10009","Q32KL8"
"10010","Q32KL8"
"10011","P35285"
"10012","P00516"
"10013","Q556Y8"
"10014","Q9NQV8"
"10015","Q7SGY1"
"10016","O88917"
"10017","C9ZN16"
"10018","P0C6B8"
"10019","Q9CQJ8"
"10020","Q96DM1"
"10021","J4KLK4"
"10022","Q3UDW8"
"10023","Q9D1P2"
"10024","Q5RCN6"
"10025","Q5ZM16"
"10026","P31943"
"10027","Q5E9J1"
"10028","Q9H7H0"
"10029","P98191"
"10030","Q9EPR2"
"10031","Q96LT4"
"10032","Q9DA37"
"10033","Q96LT4"
"10034","P12007"
"10035","O73888"
"10036","Q64012"
"10037","E7FAM5"
"10038","P46428"
"10039","P46088"
"10040","O02751"
"10041","O16116"
"10042","Q94B65"
"10043","O09159"
"10044","Q9NYV6"
"10045","P54254"
"10046","P59723"
"10047","Q99PF4"
"10048","Q99PF4"
"10049","Q99PF4"
"10050","P49013"
"10051","Q29J90"
"10052","Q9QYI4"
"10053","P38571"
"10054","P08991"
"10055","Q8VD50"
"10056","Q6N021"
"10057","Q64012"
"10058","Q3URK3"
"10059","Q9D9B4"
"10060","P09481"
"10061","P79100"
"10062","Q9MYW0"
"10063","O62852"
"10064","Q9QZP2"
"10065","E1BD59"
"10066","Q99NF1"
"10067","Q16836"
"10068","Q6ZYL4"
"10069","Q9WVC5"
"10070","Q99NF1"
"10071","Q5TKR9"
"10072","Q8BZ21"
"10073","Q8WYB5"
"10074","P55264"
"10075","O49923"
"10076","Q9Z210"
"10077","Q5R792"
"10078","Q5L1E5"
"10079","Q6P161"
"10080","Q07590"
"10081","Q6DIR8"
"10082","Q8IX07"
"10083","Q5RFS2"
"10084","Q8N5R6"
"10085","O42606"
"10086","Q13257"
"10087","Q95SS8"
"10088","Q0JL46"
"10089","Q55G11"
"10090","Q5RAG8"
"10091","Q5RAG8"
"10092","Q9H0I2"
"10093","A8NIX5"
"10094","Q9CX98"
"10095","Q99542"
"10096","Q99PW6"
"10097","Q58EX7"
"10098","Q99542"
"10099","P91953"
"10100","Q0ZM14"
"10101","Q0ZM14"
"10102","Q0ZM14"
"10103","Q0ZM14"
"10104","Q9UBQ7"
"10105","Q9UBQ7"
"10106","Q9UBQ7"
"10107","Q9UBQ7"
"10108","Q9UBQ7"
"10109","Q9UBQ7"
"10110","Q3T0P5"
"10111","Q5R4J5"
"10112","Q9JJN2"
"10113","P25867"
"10114","C1C524"
"10115","Q6AZG1"
"10116","Q5RC04"
"10117","Q5RC04"
"10118","Q02874"
"10119","Q9D668"
"10120","P18426"
"10121","O42387"
"10122","P18426"
"10123","Q86UP3"
"10124","P0DMY9"
"10125","Q5RD69"
"10126","Q9N2A7"
"10127","O73853"
"10128","Q95328"
"10129","Q8N475"
"10130","Q62632"
"10131","Q99MW1"
"10132","A5PN43"
"10133","Q5ZKY0"
"10134","Q13976"
"10135","Q13976"
"10136","A4II15"
"10137","Q14191"
"10138","Q2PFD7"
"10139","Q2PFD7"
"10140","F1MA98"
"10141","Q8VC74"
"10142","Q8N8Q8"
"10143","Q95V25"
"10144","Q12791"
"10145","Q12791"
"10146","Q12791"
"10147","Q12791"
"10148","Q90ZC7"
"10149","Q5ZIM5"
"10150","Q3ZC42"
"10151","Q9BU02"
"10152","Q99NI4"
"10153","Q9NR30"
"10154","P14316"
"10155","Q13772"
"10156","Q66KB9"
"10157","Q7ZVE0"
"10158","Q8WWB3"
"10159","P25931"
"10160","P07949"
"10161","G3V9H8"
"10162","Q9MYM7"
"10163","Q9MYM7"
"10164","Q96P65"
"10165","Q99068"
"10166","Q61160"
"10167","Q9QYP1"
"10168","Q5D016"
"10169","Q6IVV8"
"10170","B2RQL2"
"10171","A5PLK6"
"10172","O62471"
"10173","O62471"
"10174","A6H603"
"10175","Q07175"
"10176","Q8C4M7"
"10177","Q924N4"
"10178","Q7ZWN6"
"10179","Q6DFZ1"
"10180","O14248"
"10181","Q9MA55"
"10182","Q63632"
"10183","Q9UHW9"
"10184","Q6JWR2"
"10185","P27012"
"10186","P27012"
"10187","O73888"
"10188","A0JNB1"
"10189","Q5R4G0"
"10190","Q8CHN6"
"10191","Q8JI28"
"10192","O57382"
"10193","P80646"
"10194","P53990"
"10195","P04813"
"10196","Q5G271"
"10197","C0HKA1"
"10198","Q3UHH1"
"10199","A7E305"
"10200","Q9VWN9"
"10201","Q5G265"
"10202","Q5RFW0"
"10203","Q8VC74"
"10204","P53990"
"10205","D3ZHH1"
"10206","Q9IAT6"
"10207","D3ZHH1"
"10208","D3ZHH1"
"10209","A6NNA5"
"10210","Q9HD45"
"10211","Q9HD45"
"10212","Q90734"
"10213","P37892"
"10214","Q8TDX6"
"10215","A8QCE4"
"10216","Q9H3K2"
"10217","Q4R1I4"
"10218","Q6U736"
"10219","Q52KK4"
"10220","P83337"
"10221","Q8TCT9"
"10222","P42839"
"10223","Q6TH22"
"10224","O15973"
"10225","O15973"
"10226","O15973"
"10227","Q7T2P6"
"10228","O02776"
"10229","A0A0R4IVV0"
"10230","Q8N328"
"10231","C3ZQF9"
"10232","Q27128"
"10233","Q27128"
"10234","Q9UNW1"
"10235","Q6GPV5"
"10236","O14718"
"10237","Q6VNB8"
"10238","Q6VNB8"
"10239","Q8IZQ1"
"10240","Q8IZQ1"
"10241","Q5F2L1"
"10242","Q8AWB5"
"10243","P16260"
"10244","Q16204"
"10245","Q16204"
"10246","Q16204"
"10247","A6K136"
"10248","Q9JIP6"
"10249","P48597"
"10250","Q5MB13"
"10251","Q9UNQ0"
"10252","Q5MB13"
"10253","Q4GZT4"
"10254","Q5MB13"
"10255","Q9V3L1"
"10256","Q9H3R1"
"10257","Q9EQW8"
"10258","Q02353"
"10259","P16581"
"10260","A0A1D5NSM8"
"10261","P10079"
"10262","Q9Y4G8"
"10263","Q9Y4G8"
"10264","Q9DDT2"
"10265","Q9DDT2"
"10266","Q9CZP0"
"10267","P98106"
"10268","Q920Q6"
"10269","F1NPQ2"
"10270","Q8HYW0"
"10271","O94988"
"10272","Q8HYW0"
"10273","Q86SS6"
"10274","Q9BQS2"
"10275","O75899"
"10276","Q80T41"
"10277","P30975"
"10278","P30975"
"10279","Q5REH2"
"10280","Q69ZR9"
"10281","P80174"
"10282","Q03059"
"10283","Q08C75"
"10284","Q68DN1"
"10285","C5D7U6"
"10286","P0DTQ2"
"10287","Q9QXF7"
"10288","Q9QXF7"
"10289","Q9N126"
"10290","Q9N126"
"10291","Q9N126"
"10292","Q02218"
"10293","Q02218"
"10294","Q148N0"
"10295","Q60597"
"10296","Q58CW6"
"10297","Q68F72"
"10298","Q9HA92"
"10299","Q8NEP9"
"10300","Q6F3J0"
"10301","Q6F3J0"
"10302","Q96KV7"
"10303","E1BD59"
"10304","Q3UR97"
"10305","Q66I21"
"10306","Q5PQR6"
"10307","Q8L7C8"
"10308","O95071"
"10309","O95071"
"10310","O95071"
"10311","Q80TP3"
"10312","E1BD59"
"10313","Q80VI1"
"10314","Q8IWR1"
"10315","Q9VQX4"
"10316","Q62941"
"10317","O57422"
"10318","P14314"
"10319","O88917"
"10320","Q9NV58"
"10321","Q3USS3"
"10322","P62914"
"10323","Q8IWA6"
"10324","Q5R616"
"10325","O95429"
"10326","O95429"
"10327","Q96BQ5"
"10328","Q8BK06"
"10329","F7J220"
"10330","Q96JE9"
"10331","P07687"
"10332","P07687"
"10333","C1AED7"
"10334","P07099"
"10335","P07687"
"10336","Q5Y4N8"
"10337","Q02962"
"10338","Q5Y4N8"
"10339","Q5Y4N8"
"10340","D4A9K4"
"10341","Q15637"
"10342","Q15637"
"10343","D4A9K4"
"10344","D3Z5L6"
"10345","Q8TC21"
"10346","D3Z5L6"
"10347","D3Z5L6"
"10348","Q9NBX4"
"10349","Q6NT16"
"10350","A2RT67"
"10351","P0CJ62"
"10352","Q5REN4"
"10353","Q8HYC0"
"10354","Q05481"
"10355","A2A288"
"10356","A1L3G4"
"10357","P48969"
"10358","P23359"
"10359","Q8WUA4"
"10360","Q8WUA4"
"10361","Q9CWY4"
"10362","Q0VC00"
"10363","Q9NQQ7"
"10364","P44849"
"10365","P97292"
"10366","Q8IWU5"
"10367","Q8IWU5"
"10368","Q8CFG0"
"10369","B4HJA7"
"10370","Q6P2Z6"
"10371","Q99KE8"
"10372","Q68D06"
"10373","P70297"
"10374","Q6IRP4"
"10375","Q6DFC8"
"10376","Q6ZNC4"
"10377","Q9CWH4"
"10378","Q6A4L1"
"10379","Q6Y1H2"
"10380","Q9CZE3"
"10381","Q13310"
"10382","Q6IP09"
"10383","Q7ZV80"
"10384","Q3SZ27"
"10385","Q9NSC2"
"10386","Q6ZMS4"
"10387","Q3SZM6"
"10388","Q19749"
"10389","Q499Z3"
"10390","Q6GN16"
"10391","P21522"
"10392","P21522"
"10393","Q91W86"
"10394","Q91W86"
"10395","A9JS71"
"10396","P12270"
"10397","Q8NI51"
"10398","Q9UHL9"
"10399","E7FAM5"
"10400","Q9UHX3"
"10401","Q9CQY6"
"10402","Q5R6T1"
"10403","P86854"
"10404","O60266"
"10405","P21932"
"10406","B6CZ61"
"10407","Q91W90"
"10408","A2RUV0"
"10409","Q61164"
"10410","P82151"
"10411","P82151"
"10412","P82151"
"10413","P82151"
"10414","P82151"
"10415","Q66JZ4"
"10416","Q95NT6"
"10417","Q9UKD2"
"10418","P41932"
"10419","H3BPM6"
"10420","Q15036"
"10421","Q9WTP6"
"10422","Q63186"
"10423","Q8N584"
"10424","Q9I9K9"
"10425","Q3B7M4"
"10426","Q2HJ74"
"10427","Q54MC6"
"10428","Q54MC6"
"10429","C6KFA3"
"10430","C6KFA3"
"10431","Q91ZI0"
"10432","Q91ZI0"
"10433","P20385"
"10434","Q91ZI0"
"10435","Q9D855"
"10436","Q96MF7"
"10437","Q62825"
"10438","Q2TB10"
"10439","Q4WVW4"
"10440","Q8JG30"
"10441","Q5JVL4"
"10442","Q9WUI9"
"10443","Q9WUI9"
"10444","O08762"
"10445","Q95NT6"
"10446","Q9PTU6"
"10447","Q92954"
"10448","Q9JHA8"
"10449","Q8IZP9"
"10450","Q9JM99"
"10451","Q4G073"
"10452","Q8HY06"
"10453","Q6P4Y6"
"10454","Q8K298"
"10455","Q8ISH7"
"10456","Q8ISH7"
"10457","Q9H2Y9"
"10458","Q95NT6"
"10459","Q8CJ11"
"10460","Q9D600"
"10461","P29274"
"10462","P98157"
"10463","Q91ZD1"
"10464","Q9H0J4"
"10465","P13264"
"10466","D3Z7P3"
"10467","Q96C36"
"10468","P12270"
"10469","Q3U3C9"
"10470","Q11205"
"10471","Q11205"
"10472","Q96DM1"
"10473","Q9N294"
"10474","Q5Y4N8"
"10475","D4A9K4"
"10476","D3Z5L6"
"10477","Q3U3C9"
"10478","Q8N5C7"
"10479","Q8R015"
"10480","Q8K0Q5"
"10481","G5ECX0"
"10482","G5ECX0"
"10483","B7Z0W9"
"10484","Q7TNK0"
"10485","Q7TNK0"
"10486","Q7ZXD6"
"10487","Q7ZXD6"
"10488","Q8N3Y7"
"10489","Q58DT1"
"10490","Q810C1"
"10491","P98088"
"10492","Q2PC93"
"10493","P21783"
"10494","Q5PQT7"
"10495","Q5XIU5"
"10496","Q78EG7"
"10497","Q9V4N3"
"10498","O97902"
"10499","P29294"
"10500","Q9CQI9"
"10501","Q9NPF2"
"10502","Q5F477"
"10503","Q5F477"
"10504","Q9W6I0"
"10505","P22031"
"10506","Q5ZK82"
"10507","Q96EL3"
"10508","Q5ZJC8"
"10509","Q803C9"
"10510","P00787"
"10511","Q96DM1"
"10512","P51471"
"10513","Q9Y5X5"
"10514","Q26630"
"10515","Q5ZK82"
"10516","O16118"
"10517","Q9CRD2"
"10518","Q6NS23"
"10519","Q6NS23"
"10520","Q9UBU6"
"10521","Q9NHW7"
"10522","Q9VAC5"
"10523","Q9VAC5"
"10524","Q5U4Y8"
"10525","P10394"
"10526","Q641M3"
"10527","Q9Z1J2"
"10528","P48147"
"10529","Q54MC6"
"10530","P21522"
"10531","P21522"
"10532","P21522"
"10533","P21522"
"10534","P21522"
"10535","P21522"
"10536","P21522"
"10537","Q5U4Y8"
"10538","Q9D0S4"
"10539","Q5RFR0"
"10540","Q9ESG5"
"10541","Q9ESG5"
"10542","Q9ESG5"
"10543","Q91YT0"
"10544","Q9JKZ2"
"10545","Q66L17"
"10546","Q9D0S4"
"10547","Q9CY16"
"10548","Q2KIN4"
"10549","Q6NZL0"
"10550","Q6TGU2"
"10551","O95185"
"10552","Q03344"
"10553","Q9NR82"
"10554","Q9NR82"
"10555","Q9NY99"
"10556","Q9NY99"
"10557","Q0V9A9"
"10558","Q5XGR8"
"10559","Q5XGR8"
"10560","Q6IMK3"
"10561","Q14703"
"10562","Q13310"
"10563","Q91677"
"10564","Q91677"
"10565","Q32KR6"
"10566","Q5R795"
"10567","Q8IWT0"
"10568","P49760"
"10569","Q5W0Q7"
"10570","Q8BI55"
"10571","Q8BI55"
"10572","P07858"
"10573","Q96LR7"
"10574","Q14693"
"10575","Q99PI5"
"10576","Q9LQU4"
"10577","Q6NUC1"
"10578","P56273"
"10579","Q5XHF9"
"10580","Q63488"
"10581","Q9NL40"
"10582","Q6X0I2"
"10583","P46023"
"10584","O97578"
"10585","P80067"
"10586","Q5I0X7"
"10587","Q9D361"
"10588","Q9D361"
"10589","Q9Y2B9"
"10590","Q8BND3"
"10591","A6N6J5"
"10592","P58375"
"10593","Q9D6T1"
"10594","Q52KK3"
"10595","P82151"
"10596","P16264"
"10597","Q8BGC3"
"10598","Q9H2Y9"
"10599","Q9H2Y9"
"10600","Q9H2Y9"
"10601","Q8BXB6"
"10602","Q9EPT5"
"10603","Q8VI75"
"10604","Q9GMU6"
"10605","E9P860"
"10606","Q8K1T0"
"10607","Q8K1T0"
"10608","A0A182C2Z2"
"10609","Q20176"
"10610","Q20176"
"10611","Q8BGC3"
"10612","Q5GLH2"
"10613","F1R983"
"10614","Q66H59"
"10615","Q9VPW8"
"10616","Q9P2E3"
"10617","O08725"
"10618","Q53T59"
"10619","Q803I2"
"10620","A4QNF3"
"10621","Q58D08"
"10622","Q9JKP8"
"10623","Q3U0M1"
"10624","Q63187"
"10625","Q9DBU0"
"10626","Q8R151"
"10627","Q5ZJX4"
"10628","Q5ZJX4"
"10629","A1X158"
"10630","Q01518"
"10631","Q8BZ39"
"10632","Q91YR7"
"10633","Q8NF86"
"10634","Q8CDM4"
"10635","Q8R151"
"10636","Q8CB19"
"10637","Q9H2L4"
"10638","O07529"
"10639","Q9HAR2"
"10640","Q8WQI5"
"10641","Q8BKN5"
"10642","A6NAF9"
"10643","Q8NHU6"
"10644","P81509"
"10645","Q9P2E3"
"10646","Q9H2Y9"
"10647","Q8K078"
"10648","Q5DU00"
"10649","Q96BD0"
"10650","Q99N01"
"10651","Q9DBU3"
"10652","Q28BP9"
"10653","Q8R151"
"10654","Q9Y2Y1"
"10655","Q9BV90"
"10656","A0A345BJN8"
"10657","Q5PQJ7"
"10658","Q8R151"
"10659","O60290"
"10660","Q5PQJ7"
"10661","Q6DGE9"
"10662","Q9Z0U4"
"10663","Q9Z0U4"
"10664","P52034"
"10665","E9P860"
"10666","Q80X72"
"10667","Q8IZF6"
"10668","Q80V53"
"10669","Q9JME2"
"10670","Q6B860"
"10671","Q9ASR4"
"10672","Q9JJZ1"
"10673","P19039"
"10674","Q29488"
"10675","Q1LZI2"
"10676","P04323"
"10677","Q8I7P9"
"10678","P10394"
"10679","Q6GM59"
"10680","O43312"
"10681","P10394"
"10682","Q6GM59"
"10683","P27401"
"10684","P10394"
"10685","Q6GM59"
"10686","O70451"
"10687","Q6ZSM3"
"10688","O70451"
"10689","O70451"
"10690","O43312"
"10691","O43312"
"10692","F1NPG5"
"10693","Q9GZV8"
"10694","Q17FR9"
"10695","F1NW29"
"10696","A5D8M0"
"10697","P06352"
"10698","Q8BZJ8"
"10699","Q5ZKP6"
"10700","O76536"
"10701","F1NPG5"
"10702","Q8N0V3"
"10703","O76536"
"10704","Q8K078"
"10705","Q6P4T1"
"10706","Q9Y5N5"
"10707","Q80X72"
"10708","B7PRF6"
"10709","C3ZAH2"
"10710","C3ZAH2"
"10711","Q5ZLG9"
"10712","C3ZAH2"
"10713","P26262"
"10714","P81286"
"10715","Q7RTY7"
"10716","O46644"
"10717","Q96JQ5"
"10718","Q9WV18"
"10719","A1ZAX0"
"10720","Q8R149"
"10721","P08736"
"10722","P51589"
"10723","Q5TZ51"
"10724","Q58D00"
"10725","Q8S2E5"
"10726","Q93Z66"
"10727","P22124"
"10728","P97494"
"10729","Q9W3K5"
"10730","Q8NI08"
"10731","O54748"
"10732","O54748"
"10733","O88667"
"10734","Q4QQW3"
"10735","Q9Z108"
"10736","Q9Z108"
"10737","Q9QZM9"
"10738","Q6UWM5"
"10739","P24524"
"10740","Q91YT7"
"10741","C0LGI2"
"10742","Q8N3Y7"
"10743","Q66KI6"
"10744","Q66KI6"
"10745","Q66KI6"
"10746","Q66KI6"
"10747","O75094"
"10748","Q6P268"
"10749","P28651"
"10750","Q0P4M4"
"10751","Q0P4M4"
"10752","Q8IZA0"
"10753","Q8IZA0"
"10754","Q8IZA0"
"10755","Q8IZA0"
"10756","E1BYJ2"
"10757","A4FUD9"
"10758","F1LWT0"
"10759","Q9H1H9"
"10760","Q9H1H9"
"10761","Q9H1H9"
"10762","Q9H1H9"
"10763","P15305"
"10764","Q5R686"
"10765","P28651"
"10766","P50053"
"10767","Q8BMG8"
"10768","P15919"
"10769","Q6DDS9"
"10770","Q4KLM5"
"10771","Q94AT3"
"10772","Q84K35"
"10773","Q503Z8"
"10774","P05388"
"10775","Q6UWP8"
"10776","Q6ZQ38"
"10777","A0A1D5NSM8"
"10778","Q6P5D8"
"10779","O08585"
"10780","Q8BMZ5"
"10781","Q0V967"
"10782","Q5RBM1"
"10783","Q06807"
"10784","P10079"
"10785","Q8IZF6"
"10786","Q503Z8"
"10787","Q7KRS9"
"10788","Q7KRS9"
"10789","Q6DED0"
"10790","Q6PFL6"
"10791","Q5RFZ7"
"10792","P79401"
"10793","Q29496"
"10794","P21328"
"10795","P08548"
"10796","Q5PQ50"
"10797","Q2KJI2"
"10798","P70712"
"10799","Q9Y210"
"10800","Q9Y210"
"10801","Q9Z2D0"
"10802","Q9Z2D0"
"10803","Q8C0J6"
"10804","Q7SXT7"
"10805","Q7SXT7"
"10806","Q7SXT7"
"10807","A1X158"
"10808","Q09225"
"10809","Q09225"
"10810","Q09225"
"10811","Q9GLP1"
"10812","Q7SZN0"
"10813","Q8C0J6"
"10814","Q8C0J6"
"10815","Q5RA75"
"10816","Q8K4C0"
"10817","P04323"
"10818","P10394"
"10819","Q01813"
"10820","Q01813"
"10821","Q5PQ53"
"10822","Q8K4L0"
"10823","C6KFA3"
"10824","P84675"
"10825","Q8K1S7"
"10826","Q96DM1"
"10827","Q9I9A7"
"10828","P23975"
"10829","Q96DM1"
"10830","P16320"
"10831","Q5SZJ8"
"10832","P47751"
"10833","O97967"
"10834","Q9NQL2"
"10835","O75069"
"10836","O94876"
"10837","Q9WVL6"
"10838","Q9WVL6"
"10839","O43909"
"10840","Q0IHA2"
"10841","O76536"
"10842","Q5BJU6"
"10843","Q32PP1"
"10844","Q4R8M9"
"10845","Q5M954"
"10846","Q8NCE0"
"10847","Q9BXW6"
"10848","Q9BXW6"
"10849","Q9BXW6"
"10850","Q6PFM9"
"10851","Q5F3K4"
"10852","Q99835"
"10853","Q8C159"
"10854","Q9Z0U4"
"10855","O75899"
"10856","O75899"
"10857","O75899"
"10858","P35859"
"10859","Q9BZR6"
"10860","Q9BZR6"
"10861","Q6WRH9"
"10862","Q9WV18"
"10863","O75899"
"10864","Q9WV18"
"10865","B6RSP1"
"10866","Q9UBS5"
"10867","Q6P0I8"
"10868","P22844"
"10869","Q6P0I8"
"10870","Q8WXR4"
"10871","Q8WXR4"
"10872","Q9CYF5"
"10873","Q5ZMM5"
"10874","Q5U2X2"
"10875","Q5U2X2"
"10876","Q8BUZ3"
"10877","O60462"
"10878","G5EGQ6"
"10879","P22105"
"10880","Q29116"
"10881","Q6DCX2"
"10882","P36241"
"10883","Q01826"
"10884","Q86MI0"
"10885","Q8JFQ4"
"10886","Q6DFF4"
"10887","P30543"
"10888","Q5G267"
"10889","Q9UGM3"
"10890","Q7Z7G8"
"10891","Q7Z7G8"
"10892","Q8BVE3"
"10893","Q7TQA3"
"10894","Q5FVW4"
"10895","Q9WUU9"
"10896","O60318"
"10897","Q496Z2"
"10898","O15335"
"10899","O15335"
"10900","O75325"
"10901","O60318"
"10902","J9VHE9"
"10903","Q92576"
"10904","Q4H4B6"
"10905","Q4H4B6"
"10906","Q4H4B6"
"10907","Q4H4B6"
"10908","Q4H4B6"
"10909","Q80U72"
"10910","Q99N01"
"10911","Q8HYW2"
"10912","P45878"
"10913","Q6CGG3"
"10914","Q6P5E8"
